trade_date,symbol,transaction_type,quantity,price,trade_value,charges
2025-06-30 14:01:52,IO CE NIFTY 31Jul2025 27200,SALE,150,15.2,2280.0,0
2025-09-01 14:45:44,IO PE NIFTY 02Sep2025 24200,SALE,150,2.95,442.5,0
2025-06-12 14:02:25,IO PE NIFTY 12Jun2025 24200,BUY,375,0.4,150.0,0
2025-06-19 10:17:37,IO PE NIFTY 19Jun2025 24400,SALE,75,2.8,210.0,0
2025-06-19 11:30:34,IO PE NIFTY 26Jun2025 22500,BUY,225,3.75,843.75,0
2025-06-25 12:01:24,IO PE NIFTY 26Jun2025 24700,SALE,300,5.9,1770.0,0
2025-08-07 09:44:58,EO CE DIVISLAB 28Aug2025 7000,SALE,200,6.95,1390.0,0
2025-07-08 09:44:32,EO CE DIVISLAB 31Jul2025 7800,SALE,100,12.05,1205.0,0
2025-07-01 14:57:32,EO CE DIXON 31Jul2025 15000,BUY,100,520.15,52015.0,0
2025-08-26 11:58:08,EO CE DMART 30Sep2025 5100,SALE,150,32.0,4800.0,0
2025-07-14 09:32:19,EO CE DMART 31Jul2025 4400,SALE,150,9.9,1485.0,0
2025-08-21 09:24:09,EO CE EICHERMOT 28Aug2025 6500,BUY,175,1.4,245.0,0
2025-09-12 09:59:10,EO CE EICHERMOT 30Sep2025 7200,SALE,350,27.9,9765.0,0
2025-06-18 10:00:20,EO CE ETERNAL 26Jun2025 290,BUY,2000,0.15,300.0,0
2025-08-21 11:38:06,EO CE ETERNAL 30Sep2025 370,SALE,4850,2.4,11640.0,0
2025-07-22 12:50:22,EO CE ETERNAL 31Jul2025 330,BUY,2425,1.25,3031.25,0
2025-08-06 13:48:05,EO CE FEDERALBNK 28Aug2025 215,BUY,5000,0.4,2000.0,0
2025-08-11 11:53:42,EO CE FORTIS 28Aug2025 980,SALE,775,2.9,2247.5,0
2025-09-24 12:20:18,EO CE NYKAA 30Sep2025 270,BUY,3125,0.05,156.25,0
2025-07-01 13:37:31,EO CE NYKAA 31Jul2025 230,BUY,3125,1.05,3281.25,0
2025-06-20 14:41:53,EO CE PAGEIND 26Jun2025 48000,SALE,15,28.9,433.5,0
2025-06-19 12:59:48,EO CE PAGEIND 26Jun2025 48000,BUY,30,40.15,1204.5,0
2025-06-19 09:45:19,EO CE PAGEIND 26Jun2025 48000,SALE,15,40.15,602.25,0
2025-08-26 09:41:54,EO CE PAYTM 28Aug2025 1320,SALE,725,2.0,1450.0,0
2025-08-28 09:27:11,EO CE PAYTM 28Aug2025 1320,BUY,725,0.25,181.25,0
2025-07-31 10:54:21,EO CE PAYTM 31Jul2025 1160,BUY,725,0.05,36.25,0
2025-09-15 12:16:27,EO CE PPLPHARMA 30Sep2025 230,BUY,2500,0.75,1875.0,0
2025-07-21 15:29:45,EO CE RELIANCE 31Jul2025 1550,SALE,1000,1.2,1200.0,0
2025-07-14 09:30:53,EO CE SBICARD 31Jul2025 1000,SALE,800,2.9,2320.0,0
2025-07-02 09:37:43,EO CE SBICARD 31Jul2025 1050,SALE,1600,1.6,2560.0,0
2025-06-10 13:05:09,EO CE ANGELONE 26Jun2025 3600,SALE,200,10.95,2190.0,0
2025-06-16 11:05:57,EO CE AUBANK 26Jun2025 830,BUY,1000,1.25,1250.0,0
2025-08-28 11:06:39,EO CE AUBANK 28Aug2025 780,BUY,2000,0.05,100.0,0
2025-07-29 10:03:23,EO CE AUBANK 28Aug2025 850,SALE,1000,1.8,1800.0,0
2025-08-08 09:47:41,EO CE AUBANK 28Aug2025 850,SALE,2000,2.25,4500.0,0
2025-07-28 13:32:10,EO CE AUBANK 31Jul2025 830,BUY,1000,0.15,150.0,0
2025-07-21 13:28:57,EO CE AUBANK 31Jul2025 850,SALE,4000,0.5,2000.0,0
2025-06-30 11:31:55,EO CE AUBANK 31Jul2025 940,SALE,1000,2.4,2400.0,0
2025-09-25 14:46:49,EO CE BAJAJFINSV 30Sep2025 2180,SALE,500,1.0,500.0,0
2025-07-21 09:42:31,EO CE BAJAJFINSV 31Jul2025 2320,BUY,500,0.25,125.0,0
2025-08-18 09:44:23,EO CE BAJFINANCE 28Aug2025 1000,BUY,750,1.5,1125.0,0
2025-09-12 13:20:44,EO CE BAJFINANCE 30Sep2025 1080,SALE,1500,2.1,3150.0,0
2025-09-19 12:01:32,EO CE TATASTEEL 30Sep2025 185,SALE,5500,0.2,1100.0,0
2025-06-20 14:45:04,EO CE TITAN 26Jun2025 3700,BUY,175,2.05,358.75,0
2025-07-21 10:58:29,EO CE TRENT 31Jul2025 6400,BUY,100,3.35,335.0,0
2025-07-04 09:35:58,EO CE TRENT 31Jul2025 6500,SALE,100,30.15,3015.0,0
2025-06-18 11:04:55,EO CE TVSMOTOR 26Jun2025 2900,SALE,350,15.9,5565.0,0
2025-06-18 11:00:44,EO CE TVSMOTOR 26Jun2025 2900,SALE,700,13.9,9730.0,0
2025-07-16 15:06:34,EO CE UNIONBANK 31Jul2025 165,BUY,4425,0.6,2655.0,0
2025-06-09 13:37:19,EO PE BANKBARODA 26Jun2025 220,SALE,5850,0.3,1755.0,0
2025-09-30 13:29:29,EO PE COLPAL 30Sep2025 2160,BUY,225,0.05,11.25,0
2025-07-22 11:37:34,EO PE COLPAL 31Jul2025 2160,BUY,225,2.05,461.25,0
2025-08-29 10:04:48,EO PE DABUR 30Sep2025 460,SALE,1250,1.05,1312.5,0
2025-09-26 10:59:25,EO PE DABUR 30Sep2025 490,BUY,1250,1.5,1875.0,0
2025-06-30 11:26:55,IO CE NIFTY 31Jul2025 27200,SALE,150,16.9,2535.0,0
2025-07-02 10:51:19,IO PE NIFTY 03Jul2025 25100,BUY,225,5.6,1260.0,0
2025-06-09 10:41:45,IO PE NIFTY 12Jun2025 24500,SALE,375,14.9,5587.5,0
2025-06-17 10:10:22,IO PE NIFTY 19Jun2025 24000,SALE,225,9.0,2025.0,0
2025-06-24 13:38:45,IO PE NIFTY 26Jun2025 24700,BUY,300,24.1,7230.0,0
2025-06-25 14:04:48,IO PE NIFTY 26Jun2025 25200,SALE,150,57.9,8685.0,0
2025-07-21 09:39:57,IO PE NIFTY 31Jul2025 22500,BUY,150,2.25,337.5,0
2025-06-18 11:18:10,EO CE TVSMOTOR 26Jun2025 2900,BUY,700,14.1,9870.0,0
2025-08-19 15:09:25,EO CE ULTRACEMCO 28Aug2025 13500,BUY,50,16.05,802.5,0
2025-08-19 12:20:22,EO PE COLPAL 28Aug2025 2180,SALE,225,4.95,1113.75,0
2025-09-04 14:54:50,EO PE COLPAL 30Sep2025 2100,SALE,225,1.8,405.0,0
2025-07-25 14:52:07,EO PE COLPAL 31Jul2025 2160,BUY,900,2.85,2565.0,0
2025-07-22 13:22:00,EO PE COLPAL 31Jul2025 2200,SALE,225,2.7,607.5,0
2025-07-23 10:37:32,EO PE COLPAL 31Jul2025 2200,BUY,225,5.0,1125.0,0
2025-09-19 09:38:54,EO PE DABUR 30Sep2025 460,BUY,1250,0.15,187.5,0
2025-06-23 11:37:46,EO PE DABUR 31Jul2025 420,SALE,2500,1.3,3250.0,0
2025-08-25 13:27:10,EO PE HINDUNILVR 28Aug2025 2300,BUY,300,0.1,30.0,0
2025-08-18 13:10:22,EO PE HINDUNILVR 28Aug2025 2300,SALE,300,0.85,255.0,0
2025-08-01 09:41:29,EO PE HINDUNILVR 28Aug2025 2300,SALE,600,2.9,1740.0,0
2025-08-06 10:35:13,IO CE NIFTY 07Aug2025 25300,BUY,450,1.2,540.0,0
2025-08-05 10:22:56,IO CE NIFTY 07Aug2025 25500,BUY,300,1.85,555.0,0
2025-09-08 12:36:24,IO CE NIFTY 09Sep2025 25200,BUY,300,2.5,750.0,0
2025-09-04 10:16:44,IO CE NIFTY 09Sep2025 25500,SALE,225,3.95,888.75,0
2025-07-17 09:23:45,IO CE NIFTY 17Jul2025 25500,SALE,150,2.5,375.0,0
2025-06-19 11:48:39,IO CE NIFTY 19Jun2025 25000,SALE,375,3.2,1200.0,0
2025-06-25 11:40:19,IO CE NIFTY 26Jun2025 25500,BUY,225,10.2,2295.0,0
2025-08-05 12:34:09,IO CE NIFTY 28Aug2025 27000,BUY,75,3.45,258.75,0
2025-07-25 11:06:20,IO CE NIFTY 31Jul2025 25500,SALE,75,9.9,742.5,0
2025-07-28 13:20:27,IO CE NIFTY 31Jul2025 25500,SALE,75,5.25,393.75,0
2025-07-08 14:18:18,IO CE NIFTY 31Jul2025 26800,SALE,75,13.3,997.5,0
2025-07-25 10:46:49,IO CE NIFTY 31Jul2025 26900,BUY,75,0.85,63.75,0
2025-06-09 13:30:17,EO CE ETERNAL 26Jun2025 280,SALE,6000,1.9,11400.0,0
2025-07-14 09:23:31,EO CE JUBLFOOD 31Jul2025 800,BUY,1250,0.45,562.5,0
2025-08-08 11:00:29,EO CE KALYANKJIL 28Aug2025 650,SALE,1175,1.95,2291.25,0
2025-08-04 14:58:34,EO CE MARICO 28Aug2025 790,BUY,1200,2.1,2520.0,0
2025-08-04 13:58:51,EO CE MARICO 28Aug2025 790,SALE,3600,1.8,6480.0,0
2025-09-04 15:29:07,EO CE MARUTI 30Sep2025 16400,SALE,50,11.5,575.0,0
2025-07-04 10:29:29,EO CE MAXHEALTH 31Jul2025 1480,SALE,525,4.05,2126.25,0
2025-06-13 15:22:07,EO CE MCX 26Jun2025 8700,BUY,100,13.0,1300.0,0
2025-06-09 13:05:17,EO CE MCX 26Jun2025 8800,BUY,100,42.1,4210.0,0
2025-08-12 15:29:52,EO CE HINDALCO 28Aug2025 740,SALE,1400,0.85,1190.0,0
2025-08-01 11:16:00,EO CE HINDUNILVR 28Aug2025 2900,SALE,300,2.75,825.0,0
2025-06-23 15:26:46,EO CE ICICIBANK 26Jun2025 1520,BUY,700,0.1,70.0,0
2025-09-23 14:31:49,EO CE INDHOTEL 30Sep2025 820,SALE,1000,0.65,650.0,0
2025-09-29 11:24:32,EO CE INDHOTEL 30Sep2025 840,BUY,2000,0.05,100.0,0
2025-09-15 09:37:31,EO CE INDHOTEL 30Sep2025 870,SALE,1000,1.0,1000.0,0
2025-09-29 10:48:17,EO CE INDHOTEL 30Sep2025 870,BUY,3000,0.05,150.0,0
2025-08-11 10:01:17,EO CE INDIANB 28Aug2025 740,SALE,2000,1.3,2600.0,0
2025-07-30 13:53:05,EO CE SHREECEM 31Jul2025 34000,BUY,25,2.05,51.25,0
2025-06-19 11:03:52,IO CE MIDCPNIFTY 26Jun2025 13500,BUY,120,5.7,684.0,0
2025-09-30 15:09:51,IO CE MIDCPNIFTY 30Sep2025 13700,BUY,280,0.05,14.0,0
2025-07-24 15:14:30,IO CE MIDCPNIFTY 31Jul2025 13500,BUY,280,16.15,4522.0,0
2025-07-08 10:19:27,IO CE MIDCPNIFTY 31Jul2025 14200,SALE,140,19.5,2730.0,0
2025-04-02 13:21:32,IO CE NIFTY 03Apr2025 24000,SALE,75,1.35,101.25,0
2025-07-03 09:17:03,IO CE NIFTY 03Jul2025 25700,SALE,75,7.55,566.25,0
2025-08-06 10:02:42,IO CE NIFTY 07Aug2025 25200,BUY,375,2.1,787.5,0
2025-08-01 14:25:41,IO CE NIFTY 07Aug2025 25500,SALE,300,4.5,1350.0,0
2025-09-04 10:16:44,IO CE NIFTY 09Sep2025 25500,SALE,75,3.95,296.25,0
2025-06-24 09:15:00,IO CE NIFTY 26Jun2025 26000,BUY,75,2.1,157.5,0
2025-08-05 12:34:01,IO CE NIFTY 28Aug2025 27000,BUY,75,3.45,258.75,0
2025-08-18 10:58:48,EO CE CHOLAFIN 28Aug2025 1660,BUY,1250,1.2,1500.0,0
2025-08-01 11:40:37,EO CE CHOLAFIN 28Aug2025 1700,SALE,625,1.6,1000.0,0
2025-09-24 15:02:58,EO CE COFORGE 30Sep2025 1860,SALE,375,0.95,356.25,0
2025-09-24 10:29:36,EO CE COFORGE 30Sep2025 1860,SALE,375,0.9,337.5,0
2025-07-25 10:46:46,IO PE NIFTY 31Jul2025 22500,BUY,75,0.8,60.0,0
2025-07-28 14:37:18,IO CE NIFTY 28Aug2025 27000,SALE,75,7.85,588.75,0
2025-07-31 10:32:31,IO CE NIFTY 28Aug2025 27400,SALE,150,5.0,750.0,0
2025-09-22 14:00:15,IO CE NIFTY 30Sep2025 26300,BUY,150,2.0,300.0,0
2025-07-29 15:08:01,IO CE NIFTY 31Jul2025 25500,BUY,525,2.25,1181.25,0
2025-07-25 11:06:20,IO CE NIFTY 31Jul2025 25500,SALE,225,9.9,2227.5,0
2025-06-25 12:28:44,IO PE NIFTY 03Jul2025 24200,SALE,225,13.3,2992.5,0
2025-06-26 15:13:36,IO PE NIFTY 26Jun2025 24700,BUY,450,0.1,45.0,0
2025-06-25 13:05:46,IO PE NIFTY 26Jun2025 25200,BUY,75,56.1,4207.5,0
2025-07-28 13:19:43,IO PE NIFTY 31Jul2025 24100,BUY,300,7.1,2130.0,0
2025-09-24 14:22:23,EO CE ABCAPITAL 30Sep2025 320,BUY,6200,0.25,1550.0,0
2025-09-12 13:55:43,EO CE ABCAPITAL 30Sep2025 320,SALE,3100,1.3,4030.0,0
2025-07-04 09:19:53,EO CE ANGELONE 31Jul2025 3300,SALE,250,17.85,4462.5,0
2025-07-24 15:17:40,EO CE AUBANK 31Jul2025 800,BUY,1000,0.8,800.0,0
2025-06-23 11:59:55,EO CE BAJAJFINSV 26Jun2025 2080,SALE,500,0.9,450.0,0
2025-06-13 10:07:40,EO CE BAJAJFINSV 26Jun2025 2200,SALE,500,2.3,1150.0,0
2025-06-18 09:59:33,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,0.85,425.0,0
2025-07-01 11:37:59,EO CE BAJAJFINSV 31Jul2025 2200,SALE,1000,12.95,12950.0,0
2025-07-01 15:09:08,EO CE BAJAJFINSV 31Jul2025 2200,BUY,1000,12.25,12250.0,0
2025-08-18 09:43:48,EO CE BAJFINANCE 28Aug2025 960,BUY,750,4.25,3187.5,0
2025-09-19 09:35:02,EO CE BAJFINANCE 30Sep2025 1100,BUY,750,0.65,487.5,0
2025-07-09 09:37:58,EO CE BAJFINANCE 31Jul2025 1020,BUY,750,2.6,1950.0,0
2025-06-19 13:06:46,IO CE BANKNIFTY 26Jun2025 56000,SALE,30,331.1,9933.0,0
2025-06-02 09:59:36,IO CE BANKNIFTY 26Jun2025 61000,SALE,90,32.0,2880.0,0
2025-07-31 15:09:00,IO CE MIDCPNIFTY 31Jul2025 13500,BUY,560,0.05,28.0,0
2025-08-29 09:57:06,IO CE NIFTY 02Sep2025 25400,SALE,150,1.7,255.0,0
2025-07-01 09:41:56,IO CE NIFTY 03Jul2025 26000,SALE,75,13.25,993.75,0
2025-08-04 09:36:00,IO CE NIFTY 07Aug2025 25300,SALE,75,6.85,513.75,0
2025-09-08 09:29:35,IO CE NIFTY 09Sep2025 25200,SALE,300,2.25,675.0,0
2025-06-16 14:58:08,IO CE NIFTY 26Jun2025 26000,SALE,150,8.9,1335.0,0
2025-08-05 12:34:12,IO CE NIFTY 28Aug2025 27000,BUY,75,3.5,262.5,0
2025-08-06 10:35:19,IO CE NIFTY 28Aug2025 27400,BUY,225,2.7,607.5,0
2025-07-28 13:22:02,IO CE NIFTY 31Jul2025 25500,SALE,75,5.3,397.5,0
2025-07-29 11:18:51,IO CE NIFTY 31Jul2025 25500,SALE,300,4.75,1425.0,0
2025-06-23 09:52:25,EO CE M&M 26Jun2025 3250,SALE,525,4.65,2441.25,0
2025-06-13 10:11:09,EO CE MAXHEALTH 26Jun2025 1360,BUY,1050,2.6,2730.0,0
2025-06-13 12:18:43,EO CE MAXHEALTH 26Jun2025 1360,BUY,525,3.15,1653.75,0
2025-07-30 10:35:50,EO CE MAXHEALTH 31Jul2025 1480,BUY,525,0.1,52.5,0
2025-06-18 15:25:11,EO CE MCX 26Jun2025 8500,BUY,100,34.0,3400.0,0
2025-06-19 12:38:51,EO CE MCX 26Jun2025 8500,BUY,100,14.1,1410.0,0
2025-06-10 10:02:58,EO CE MCX 26Jun2025 8800,SALE,200,42.9,8580.0,0
2025-06-17 09:46:50,EO CE MCX 26Jun2025 8800,SALE,100,19.0,1900.0,0
2025-06-20 10:12:00,EO CE NAUKRI 26Jun2025 1600,SALE,1500,1.75,2625.0,0
2025-06-23 14:36:14,EO CE NYKAA 26Jun2025 210,BUY,5900,0.5,2950.0,0
2025-06-10 13:30:10,EO CE NYKAA 26Jun2025 210,SALE,2950,2.0,5900.0,0
2025-08-26 09:40:22,EO CE NYKAA 28Aug2025 240,BUY,6250,0.05,312.5,0
2025-06-18 13:51:31,EO CE DMART 26Jun2025 4400,BUY,300,16.55,4965.0,0
2025-09-10 15:01:20,EO CE DMART 30Sep2025 5200,SALE,150,7.9,1185.0,0
2025-07-14 09:19:38,EO CE DMART 31Jul2025 4500,SALE,300,8.9,2670.0,0
2025-06-30 14:02:14,EO CE DMART 31Jul2025 4900,SALE,150,16.9,2535.0,0
2025-07-31 14:52:22,EO CE DMART 31Jul2025 4900,BUY,450,0.05,22.5,0
2025-08-18 12:25:07,EO CE EICHERMOT 28Aug2025 6500,SALE,175,3.65,638.75,0
2025-09-12 10:19:33,EO CE EICHERMOT 30Sep2025 7200,BUY,350,32.0,11200.0,0
2025-09-09 09:30:33,EO CE EICHERMOT 30Sep2025 7400,SALE,175,18.15,3176.25,0
2025-08-26 10:51:01,EO CE ETERNAL 28Aug2025 345,BUY,2425,0.05,121.25,0
2025-09-29 10:46:38,EO CE ETERNAL 30Sep2025 370,BUY,4850,0.05,242.5,0
2025-07-21 15:28:17,EO CE ETERNAL 31Jul2025 290,BUY,4850,2.55,12367.5,0
2025-08-01 11:01:39,EO CE HDFCBANK 28Aug2025 2240,SALE,550,1.0,550.0,0
2025-07-31 09:40:56,EO CE BAJFINANCE 31Jul2025 960,BUY,4500,0.1,450.0,0
2025-06-30 15:25:12,EO CE BHEL 31Jul2025 300,BUY,2625,1.9,4987.5,0
2025-08-06 10:05:29,EO CE BRITANNIA 28Aug2025 5900,SALE,125,18.75,2343.75,0
2025-08-06 09:28:00,EO CE BRITANNIA 28Aug2025 6200,SALE,500,6.9,3450.0,0
2025-08-29 09:52:05,EO CE BRITANNIA 30Sep2025 6600,SALE,125,9.1,1137.5,0
2025-06-18 09:27:22,EO CE BSE 26Jun2025 3100,SALE,375,4.8,1800.0,0
2025-06-12 14:15:58,EO CE BSE 26Jun2025 3200,SALE,375,10.8,4050.0,0
2025-06-13 10:10:47,EO CE BSE 26Jun2025 3400,BUY,375,4.75,1781.25,0
2025-06-04 10:45:13,EO CE CHOLAFIN 26Jun2025 1800,SALE,625,1.7,1062.5,0
2025-08-18 10:45:15,EO CE CHOLAFIN 28Aug2025 1640,BUY,625,2.25,1406.25,0
2025-07-24 09:19:01,EO CE COFORGE 31Jul2025 1960,SALE,1125,3.0,3375.0,0
2025-06-25 09:42:44,EO CE COFORGE 31Jul2025 2140,SALE,375,15.05,5643.75,0
2025-08-05 12:56:29,EO CE PAYTM 28Aug2025 1200,BUY,725,5.15,3733.75,0
2025-09-02 15:16:20,EO CE RBLBANK 30Sep2025 300,BUY,3175,2.05,6508.75,0
2025-09-17 14:06:39,EO CE RVNL 30Sep2025 400,BUY,1375,1.8,2475.0,0
2025-07-28 15:11:43,EO CE SBICARD 31Jul2025 900,BUY,800,0.4,320.0,0
2025-06-18 13:21:50,EO CE SOLARINDS 26Jun2025 18000,SALE,75,42.0,3150.0,0
2025-07-29 13:30:41,EO CE SRF 31Jul2025 3400,BUY,200,0.2,40.0,0
2025-06-30 14:26:55,EO CE TORNTPHARM 31Jul2025 3700,SALE,250,24.1,6025.0,0
2025-06-27 15:17:20,EO CE TORNTPHARM 31Jul2025 3700,BUY,250,16.2,4050.0,0
2025-06-30 09:21:59,EO CE TORNTPHARM 31Jul2025 3800,SALE,250,12.9,3225.0,0
2025-07-21 10:58:24,EO CE TORNTPHARM 31Jul2025 3800,BUY,250,4.15,1037.5,0
2025-07-04 11:58:30,EO CE TRENT 31Jul2025 6400,SALE,200,25.95,5190.0,0
2025-07-30 12:35:32,EO CE TRENT 31Jul2025 6500,BUY,100,0.1,10.0,0
2025-09-29 09:42:48,EO CE SRF 30Sep2025 3000,SALE,200,2.9,580.0,0
2025-06-30 09:31:30,EO CE TORNTPHARM 31Jul2025 3800,SALE,250,11.85,2962.5,0
2025-06-19 14:26:58,EO CE TRENT 26Jun2025 5900,BUY,200,40.1,8020.0,0
2025-08-22 10:18:09,EO CE TRENT 28Aug2025 5800,BUY,100,7.1,710.0,0
2025-07-21 12:05:08,EO CE WIPRO 31Jul2025 275,SALE,3000,0.6,1800.0,0
2025-09-30 13:29:21,EO PE COLPAL 30Sep2025 2160,BUY,225,0.05,11.25,0
2025-09-26 09:43:47,EO PE COLPAL 30Sep2025 2240,BUY,225,23.6,5310.0,0
2025-07-22 15:13:48,EO PE COLPAL 31Jul2025 2160,SALE,225,1.4,315.0,0
2025-09-25 09:50:10,EO PE DABUR 30Sep2025 470,BUY,1250,0.05,62.5,0
2025-08-08 14:15:55,EO PE HINDUNILVR 28Aug2025 2300,BUY,300,2.6,780.0,0
2025-07-22 11:10:36,EO PE HINDUNILVR 31Jul2025 2100,BUY,600,0.1,60.0,0
2025-08-29 14:11:45,EO PE NESTLEIND 30Sep2025 1050,SALE,500,1.8,900.0,0
2025-08-12 15:16:34,EO CE IRFC 28Aug2025 145,SALE,4250,0.25,1062.5,0
2025-09-03 11:20:19,EO CE JINDALSTEL 30Sep2025 1100,BUY,1250,4.6,5750.0,0
2025-08-20 12:55:26,EO CE JIOFIN 28Aug2025 360,SALE,4700,0.3,1410.0,0
2025-09-29 13:23:12,EO CE JSWSTEEL 30Sep2025 1180,BUY,1350,0.05,67.5,0
2025-09-04 10:04:57,EO CE NYKAA 30Sep2025 255,BUY,3125,3.1,9687.5,0
2025-09-26 10:45:28,EO CE NYKAA 30Sep2025 265,BUY,9375,0.05,468.75,0
2025-06-11 09:43:14,EO CE OIL 26Jun2025 500,SALE,1075,2.0,2150.0,0
2025-06-13 10:11:32,EO CE PAYTM 26Jun2025 1020,BUY,650,2.3,1495.0,0
2025-06-12 10:23:39,EO CE PAYTM 26Jun2025 1020,SALE,3900,4.9,19110.0,0
2025-08-05 09:23:58,EO CE PAYTM 28Aug2025 1200,SALE,1450,7.7,11165.0,0
2025-08-05 13:54:29,EO CE PAYTM 28Aug2025 1280,SALE,725,1.8,1305.0,0
2025-08-25 14:53:00,EO CE PAYTM 28Aug2025 1380,SALE,725,1.4,1015.0,0
2025-07-14 09:28:02,EO CE POLYCAB 31Jul2025 7800,SALE,125,18.35,2293.75,0
2025-09-02 12:59:35,EO CE RBLBANK 30Sep2025 300,BUY,3175,1.8,5715.0,0
2025-08-25 13:08:15,EO CE RELIANCE 28Aug2025 1550,BUY,1000,0.1,100.0,0
2025-08-21 09:18:39,EO CE SBILIFE 28Aug2025 1960,BUY,750,4.15,3112.5,0
2025-08-07 10:51:11,EO CE ICICIBANK 28Aug2025 1500,SALE,700,2.3,1610.0,0
2025-08-01 11:39:21,EO CE ICICIBANK 28Aug2025 1550,SALE,1400,2.65,3710.0,0
2025-08-12 11:47:39,EO CE ICICIBANK 28Aug2025 1550,BUY,700,0.55,385.0,0
2025-08-28 13:06:49,EO CE INDIGO 28Aug2025 6000,BUY,300,0.1,30.0,0
2025-09-19 14:59:30,EO CE INFY 30Sep2025 1680,SALE,800,0.9,720.0,0
2025-09-19 15:22:12,EO CE INFY 30Sep2025 1680,BUY,800,1.05,840.0,0
2025-08-22 14:36:34,EO CE IRFC 28Aug2025 145,BUY,4250,0.05,212.5,0
2025-06-25 12:15:35,EO CE JUBLFOOD 31Jul2025 800,SALE,1250,5.8,7250.0,0
2025-06-25 15:19:24,EO CE JUBLFOOD 31Jul2025 800,BUY,1250,5.15,6437.5,0
2025-06-20 09:45:05,EO CE KAYNES 26Jun2025 6000,SALE,100,31.9,3190.0,0
2025-06-20 09:56:04,EO CE KAYNES 26Jun2025 6000,BUY,200,37.2,7440.0,0
2025-07-23 14:11:28,EO CE LODHA 31Jul2025 1480,SALE,450,2.3,1035.0,0
2025-09-30 10:12:42,EO CE ADANIGREEN 30Sep2025 1260,BUY,1200,0.05,60.0,0
2025-06-06 14:15:18,EO CE ANGELONE 26Jun2025 3600,SALE,200,22.5,4500.0,0
2025-08-19 09:38:49,EO CE ASHOKLEY 28Aug2025 140,SALE,5000,0.25,1250.0,0
2025-08-08 09:38:13,EO CE AUBANK 28Aug2025 850,SALE,2000,2.25,4500.0,0
2025-07-22 10:43:35,EO CE AUBANK 31Jul2025 800,SALE,2000,1.0,2000.0,0
2025-07-21 09:40:24,EO CE AUBANK 31Jul2025 810,SALE,2000,1.15,2300.0,0
2025-07-29 11:08:27,EO CE AUBANK 31Jul2025 850,BUY,2000,0.1,200.0,0
2025-06-25 15:11:35,EO CE BAJAJFINSV 26Jun2025 2240,BUY,500,0.05,25.0,0
2025-09-25 12:59:49,EO CE BAJAJFINSV 30Sep2025 2180,SALE,500,0.95,475.0,0
2025-09-29 14:09:57,EO CE BAJAJFINSV 30Sep2025 2180,BUY,500,0.05,25.0,0
2025-09-24 09:20:43,EO CE BAJFINANCE 30Sep2025 1080,BUY,750,1.5,1125.0,0
2025-07-25 09:46:51,EO CE BAJFINANCE 31Jul2025 950,BUY,750,2.65,1987.5,0
2025-06-17 10:09:54,EO CE BSE 26Jun2025 3200,BUY,375,6.35,2381.25,0
2025-07-04 09:32:16,EO CE BSE 31Jul2025 3400,SALE,375,4.5,1687.5,0
2025-07-04 12:30:48,EO CE CDSL 31Jul2025 2040,SALE,475,6.2,2945.0,0
2025-08-01 14:17:28,EO CE CHOLAFIN 28Aug2025 1640,SALE,625,2.8,1750.0,0
2025-09-30 14:32:47,EO CE COFORGE 30Sep2025 1860,BUY,1500,0.05,75.0,0
2025-07-08 15:12:03,EO CE COFORGE 31Jul2025 2160,BUY,375,13.95,5231.25,0
2025-07-01 13:45:03,EO CE DIXON 31Jul2025 15000,SALE,50,443.9,22195.0,0
2025-06-18 13:45:05,EO CE DMART 26Jun2025 4400,BUY,300,17.05,5115.0,0
2025-08-28 11:58:11,EO CE DMART 28Aug2025 4900,BUY,150,0.2,30.0,0
2025-09-30 10:32:35,EO CE DMART 30Sep2025 5000,BUY,300,0.05,15.0,0
2025-09-10 15:01:20,EO CE DMART 30Sep2025 5200,SALE,150,7.9,1185.0,0
2025-09-29 10:59:56,EO CE DMART 30Sep2025 5300,BUY,450,0.05,22.5,0
2025-06-26 15:27:32,EO PE HAL 31Jul2025 4000,SALE,150,9.9,1485.0,0
2025-07-25 10:48:01,EO PE HINDUNILVR 31Jul2025 2100,BUY,900,0.05,45.0,0
2025-07-01 12:15:51,IO CE BANKNIFTY 31Jul2025 59000,SALE,35,298.9,10461.5,0
2025-06-17 13:30:29,IO CE MIDCPNIFTY 26Jun2025 14000,SALE,120,3.9,468.0,0
2025-07-30 15:10:13,IO CE MIDCPNIFTY 31Jul2025 13100,BUY,140,17.5,2450.0,0
2025-07-22 11:38:27,IO CE MIDCPNIFTY 31Jul2025 13500,SALE,140,41.9,5866.0,0
2025-07-02 12:51:35,IO CE NIFTY 03Jul2025 25700,BUY,150,12.15,1822.5,0
2025-08-04 09:39:07,IO CE NIFTY 07Aug2025 25300,SALE,225,6.9,1552.5,0
2025-09-04 11:09:51,IO CE NIFTY 09Sep2025 25500,SALE,300,3.9,1170.0,0
2025-06-16 09:15:03,IO CE NIFTY 19Jun2025 25300,BUY,225,12.1,2722.5,0
2025-06-17 09:32:41,IO CE NIFTY 19Jun2025 25400,SALE,75,9.0,675.0,0
2025-06-23 10:20:45,IO CE NIFTY 26Jun2025 25400,SALE,150,11.9,1785.0,0
2025-06-26 09:55:28,EO PE COLPAL 31Jul2025 2160,SALE,450,8.4,3780.0,0
